name,draft_year,draft_position,draft_age,height,weight,wingspan,pts,reb,ast,stl,blk,pf,to,g,mp,max_vertical,lane_agility,shuttle,3/4_sprint,standing_reach,fg%,3p%,3pa_rate,fta_rate,ft%,effective_fg%,true_shooting_%,usg%,ast/usg,ast/to,per,ortg,drtg,obpm,dbpm,bpm,ows/40,dws/40,ws/40,proj_nba_3p%,Peak DARKO,fgm,fga,3pm,3pa,ftm,fta,team_Mid-Major,team_Other,team_Power_6,Freshman,Sophomore,Junior,Senior,Other
Reggie Bullock,2013,25,22.25,79.0,200,80.75,16.0,7.4,3.3,1.4,0.3,1.6,1.4,35.0,36.0,36.5,11.33,3.3,3.31,102.0,0.483,0.436,0.567,0.205,0.767,0.607,0.625,18.5,0.9,2.35,23.7,130.4,98.2,8.1,2.9,11.1,0.149,0.058,0.207,0.378,0.8,5.6,11.7,2.9,6.6,1.8,2.4,0,0,1,0,0,1,0,0
Andre Roberson,2013,26,21.53,79.0,206,83.0,11.7,12.1,1.5,2.3,1.4,2.7,2.6,31.0,36.0,36.5,11.36,3.02,3.34,104.5,0.48,0.328,0.211,0.356,0.551,0.515,0.524,19.9,0.47,0.59,21.9,102.1,84.5,3.3,4.8,8.1,0.054,0.112,0.166,0.309,2.8,4.6,9.6,0.7,2.0,1.9,3.4,0,0,1,0,0,1,0,0
Rudy Gobert,2013,27,20.98,86.0,238,92.5,13.6,8.5,0.6,1.1,3.0,3.5,2.3,30.0,36.0,29.0,12.85,3.19,3.57,115.0,0.725,0.0,0.023,0.58,0.697,0.725,0.727,,,0.27,,,,,,,,,,0.317,4.9,5.3,7.3,0.0,0.2,3.0,4.3,0,1,0,0,0,0,0,1
Livio Jean-Charles,2013,28,19.61,81.0,220,,8.5,6.7,1.2,1.2,0.6,3.0,1.7,24.0,36.0,,,,,,0.548,0.385,0.21,0.242,0.6,0.589,0.593,,,0.75,,,,,,,,,,0.312,,3.5,6.4,0.5,1.3,0.9,1.6,0,1,0,0,0,0,0,1
Archie Goodwin,2013,29,18.83,77.25,189,81.5,16.0,5.2,3.0,1.2,0.5,3.3,3.5,33.0,36.0,36.0,10.75,3.41,3.27,102.0,0.44,0.266,0.179,0.594,0.637,0.464,0.509,27.2,0.62,0.87,16.9,100.1,99.1,1.0,1.1,2.1,0.061,0.057,0.118,0.316,-1.9,5.4,12.3,0.6,2.2,4.6,7.3,0,0,1,1,0,0,0,0
Nemanja Nedović,2013,30,22.0,75.0,190,,15.2,3.9,3.3,1.2,0.3,2.9,3.9,10.0,36.0,,,,,,0.367,0.343,0.357,0.204,0.7,0.429,0.456,,,0.84,,,,,,,,,,0.35,-2.4,5.6,15.2,1.9,5.4,2.2,3.1,0,1,0,0,0,0,0,1
Allen Crabbe,2013,31,21.19,78.25,197,83.25,18.3,6.0,2.6,1.1,0.7,2.1,2.5,33.0,36.0,36.0,10.67,3.1,3.32,103.5,0.459,0.348,0.393,0.297,0.813,0.528,0.568,26.6,0.61,1.05,22.3,110.8,97.8,6.0,2.4,8.4,0.11,0.06,0.171,0.366,0.4,6.5,14.1,1.9,5.5,3.4,4.2,0,0,1,0,0,1,0,0
Alex Abrines,2013,32,19.88,78.0,190,,13.2,3.4,0.8,1.1,0.6,4.2,1.9,45.0,36.0,,,,,,0.414,0.307,0.579,0.237,0.806,0.503,0.538,,,0.42,,,,,,,,,,0.365,-1.0,4.6,11.0,2.0,6.4,2.1,2.6,0,1,0,0,0,0,0,1
Carrick Felix,2013,33,22.83,78.25,203,81.25,14.9,8.3,1.7,1.5,1.1,3.1,2.0,35.0,36.0,38.5,11.16,3.09,3.25,103.5,0.5,0.374,0.368,0.323,0.664,0.569,0.586,21.3,0.45,0.81,21.5,112.7,96.2,3.7,2.3,6.0,0.097,0.068,0.165,0.34,-1.8,5.5,11.0,1.5,4.1,2.4,3.6,0,0,1,0,0,0,1,0
Isaiah Canaan,2013,34,22.07,72.0,188,76.5,21.5,3.5,4.2,1.5,0.1,1.8,3.1,31.0,36.0,40.5,10.98,2.89,3.22,94.5,0.431,0.37,0.509,0.371,0.822,0.525,0.576,30.9,0.89,1.36,25.2,116.1,101.6,5.8,0.0,5.8,0.159,0.046,0.209,0.386,-1.1,6.8,15.9,3.0,8.1,4.8,5.9,1,0,0,0,0,0,1,0
Glen Rice Jr.,2013,35,22.46,77.75,211,81.25,15.7,8.1,2.8,1.6,1.0,2.9,2.8,21.0,36.0,40.5,10.99,3.08,3.25,101.5,0.457,0.333,0.404,0.296,0.606,0.525,0.539,25.9,0.74,1.0,23.0,105.9,95.3,5.3,2.8,8.0,0.083,0.07,0.153,0.334,,5.8,12.8,1.7,5.2,2.3,3.8,1,0,0,0,0,1,0,0
Ray McCallum Jr.,2013,36,22.01,73.75,191,75.25,18.4,5.0,4.4,1.9,0.6,2.0,2.0,33.0,36.0,40.0,10.82,3.08,3.25,96.5,0.491,0.323,0.298,0.47,0.717,0.539,0.578,24.4,0.98,2.16,25.7,121.5,102.3,6.3,1.1,7.3,0.156,0.043,0.199,0.341,,6.4,13.0,1.3,3.9,4.4,6.1,1,0,0,0,0,1,0,0
Tony Mitchell,2013,37,21.19,80.75,236,86.5,14.4,9.5,0.9,1.1,3.0,3.2,2.7,32.0,36.0,38.0,11.82,3.25,3.52,106.5,0.44,0.3,0.314,0.494,0.675,0.487,0.53,22.7,0.25,0.33,20.8,102.5,95.9,1.0,1.2,2.2,0.062,0.069,0.127,0.331,-1.5,4.9,11.0,1.0,3.5,3.7,5.5,1,0,0,0,1,0,0,0
Nate Wolters,2013,38,22.09,76.75,196,75.75,21.1,5.3,5.5,1.6,0.1,1.5,2.2,33.0,36.0,,,,,98.0,0.485,0.379,0.339,0.461,0.813,0.549,0.604,29.8,1.15,2.51,32.0,126.9,101.0,8.3,1.3,9.6,0.223,0.051,0.271,0.366,-1.8,6.9,14.3,1.8,4.8,5.4,6.6,1,0,0,0,0,0,1,0
Jeff Withey,2013,39,23.28,84.5,222,86.0,16.0,9.9,1.1,0.9,4.6,2.4,2.3,37.0,36.0,29.0,12.49,3.29,3.47,110.5,0.582,1.0,0.003,0.604,0.714,0.583,0.621,21.5,0.29,0.48,27.2,117.8,84.2,4.9,6.6,11.5,0.119,0.112,0.231,0.32,-0.2,5.8,10.0,0.0,0.0,4.3,6.0,0,0,1,0,0,0,1,0
Grant Jerrett,2013,40,19.94,82.25,232,86.0,10.5,7.2,1.1,1.0,2.0,2.6,1.1,34.0,36.0,34.0,11.85,3.23,3.51,109.0,0.409,0.405,0.513,0.143,0.818,0.513,0.535,15.6,0.37,0.95,16.6,115.8,95.1,3.5,3.2,6.6,0.079,0.073,0.152,0.368,-2.2,3.7,9.1,1.9,4.7,1.1,1.3,0,0,1,1,0,0,0,0
Jamaal Franklin,2013,41,21.91,77.25,191,83.25,18.4,10.3,3.6,1.7,0.9,2.8,3.7,32.0,36.0,,,,,103.5,0.411,0.272,0.367,0.546,0.781,0.461,0.536,29.9,0.72,0.95,24.8,104.9,85.7,4.2,4.3,8.5,0.095,0.106,0.2,0.35,-1.8,5.6,13.6,1.4,5.0,5.8,7.5,1,0,0,0,0,1,0,0
Pierre Jackson,2013,42,21.8,70.5,176,70.0,20.5,3.9,7.3,1.6,0.0,2.3,3.5,36.0,36.0,,,,,90.0,0.427,0.359,0.484,0.474,0.8,0.514,0.574,29.5,1.38,2.09,26.0,117.5,100.1,8.5,2.0,10.5,0.169,0.051,0.224,0.375,-0.6,6.2,14.5,2.5,7.0,5.5,6.9,0,0,1,0,0,0,1,0
Ricky Ledo,2013,43,20.77,78.0,197,79.25,,,,,,,,,,33.5,10.72,3.16,3.32,102.5,,,,,,,,,,,,,,,,,,,,,-1.6,,,,,,,0,0,1,1,0,0,0,0
Mike Muscala,2013,44,21.96,83.5,230,85.0,21.3,12.6,2.6,0.6,2.7,2.5,1.9,34.0,36.0,33.5,11.76,2.99,3.44,108.0,0.509,0.25,0.036,0.509,0.789,0.513,0.575,31.6,0.59,1.34,35.7,121.0,84.5,8.6,3.9,12.5,0.196,0.111,0.308,0.328,1.2,7.6,14.9,0.1,0.5,6.0,7.6,1,0,0,0,0,0,1,0
Marko Todorović,2013,45,21.16,83.0,240,,12.9,10.1,1.4,1.1,2.0,4.8,3.1,42.0,36.0,,,,,,0.533,0.231,0.173,0.587,0.568,0.553,0.563,,,0.46,,,,,,,,,,0.305,,4.8,8.9,0.4,1.5,3.0,5.2,0,1,0,0,0,0,0,1
Erick Green,2013,46,22.11,75.0,178,77.75,24.7,3.9,3.7,1.3,0.2,1.4,2.1,32.0,36.0,,,,,98.0,0.475,0.389,0.285,0.485,0.816,0.53,0.592,32.4,0.83,1.75,31.6,123.6,111.4,10.1,1.3,11.4,0.213,0.01,0.223,0.367,-3.3,8.1,17.0,1.9,4.8,6.7,8.2,1,0,0,0,0,0,1,0
Raul Neto,2013,47,21.08,74.0,172,,12.5,3.5,4.3,1.5,0.1,3.7,2.6,34.0,36.0,,,,,,0.461,0.39,0.259,0.316,0.792,0.511,0.553,,,1.62,,,,,,,,,,0.349,0.1,4.5,9.8,1.0,2.5,2.5,3.1,0,1,0,0,0,0,0,1
Ryan Kelly,2013,48,22.19,83.75,228,83.5,16.0,6.6,2.1,0.9,2.0,3.0,1.2,23.0,36.0,,,,,110.0,0.453,0.422,0.392,0.401,0.812,0.535,0.586,21.4,0.51,1.65,23.5,124.5,96.5,7.2,4.0,11.1,0.145,0.066,0.211,0.368,0.2,5.2,11.5,1.9,4.5,3.7,4.6,0,0,1,0,0,0,1,0
Erik Murphy,2013,49,22.64,81.5,240,82.5,16.6,7.5,1.9,0.9,0.9,3.8,1.9,36.0,36.0,29.5,12.19,2.96,3.57,108.0,0.516,0.453,0.5,0.16,0.784,0.629,0.643,22.5,0.49,0.98,24.4,124.6,87.0,7.3,4.3,11.6,0.151,0.101,0.252,0.378,-2.6,6.2,12.0,2.7,6.0,1.5,1.9,0,0,1,0,0,0,1,0
James Ennis,2013,50,22.96,79.0,201,83.5,18.0,7.3,2.3,1.9,1.4,2.5,3.3,33.0,36.0,36.5,11.55,3.06,3.4,104.5,0.491,0.357,0.415,0.407,0.834,0.565,0.616,24.9,0.58,0.71,25.3,114.2,100.7,5.7,1.4,7.1,0.124,0.051,0.172,0.368,,6.0,12.2,1.8,5.1,4.2,5.0,1,0,0,0,0,0,1,0
Romero Osby,2013,51,23.11,80.0,232,,20.2,8.9,1.6,0.8,1.1,3.1,1.7,32.0,36.0,,,,,,0.526,0.529,0.051,0.586,0.794,0.539,0.604,26.0,0.39,0.95,28.9,126.2,97.9,7.8,2.1,10.0,0.184,0.061,0.246,0.347,,6.9,13.1,0.4,0.7,6.1,7.7,0,0,1,0,0,0,1,0
Lorenzo Brown,2013,52,22.81,77.25,189,79.0,13.0,4.6,7.6,2.1,0.6,2.1,3.6,33.0,36.0,34.0,11.78,3.24,3.4,100.0,0.419,0.263,0.228,0.419,0.771,0.449,0.509,22.8,1.61,2.1,19.9,105.6,102.0,3.5,2.0,5.5,0.081,0.046,0.128,0.335,-1.2,4.5,10.7,0.6,2.4,3.4,4.5,1,0,0,0,0,1,0,0
Colton Iverson,2013,53,23.88,84.0,263,86.0,17.3,11.9,1.6,0.7,0.9,3.2,2.4,35.0,36.0,30.0,11.52,3.04,3.52,110.0,0.596,,0.0,0.723,0.59,0.596,0.602,23.8,0.42,0.67,27.4,120.4,95.6,6.4,1.5,7.9,0.151,0.07,0.221,0.302,,6.4,10.7,0.0,0.0,4.6,7.7,1,0,0,0,0,0,1,0
Arsalan Kazemi,2013,54,23.15,79.0,226,,11.6,12.4,1.7,2.5,0.8,2.3,1.8,35.0,36.0,,,,,,0.595,0.0,0.005,0.795,0.675,0.595,0.627,15.2,0.61,0.92,24.4,123.3,82.9,5.3,5.4,10.8,0.106,0.118,0.224,0.314,,4.0,6.7,0.0,0.0,3.6,5.4,0,0,1,0,0,0,1,0
Joffrey Lauvergne,2013,55,21.71,83.0,235,,16.1,9.2,1.3,0.6,0.5,5.6,2.3,21.0,36.0,,,,,,0.51,0.471,0.173,0.418,0.732,0.551,0.587,,,0.55,,,,,,,,,,0.344,-1.7,5.8,11.5,0.9,2.0,3.5,4.8,0,1,0,0,0,0,0,1
Peyton Siva,2013,56,22.65,73.0,181,75.0,11.6,2.7,6.6,2.6,0.2,3.0,3.1,40.0,36.0,41.5,10.59,2.93,3.16,93.0,0.404,0.288,0.384,0.285,0.867,0.459,0.513,20.0,1.72,2.15,17.5,106.6,89.1,2.6,4.7,7.3,0.074,0.096,0.17,0.358,-1.6,4.0,9.9,1.1,3.8,2.5,2.8,0,0,1,0,0,0,1,0
Alex Oriakhi,2013,57,22.99,81.0,250,,15.7,11.7,0.5,0.8,2.2,3.2,1.9,34.0,36.0,,,,,,0.639,,0.0,0.657,0.746,0.639,0.674,18.5,0.14,0.26,27.2,131.6,94.1,5.7,2.7,8.4,0.155,0.073,0.232,0.324,,5.7,8.9,0.0,0.0,4.3,5.8,1,0,0,0,0,0,1,0
Deshaun Thomas,2013,58,21.8,79.0,220,82.0,20.1,6.1,1.3,0.5,0.3,1.5,1.4,37.0,36.0,32.0,12.94,3.38,3.53,104.0,0.444,0.344,0.358,0.29,0.834,0.506,0.551,29.1,0.3,0.92,24.2,116.7,97.6,7.9,1.1,9.0,0.147,0.061,0.211,0.37,,7.1,16.0,2.0,5.7,3.9,4.6,0,0,1,0,0,1,0,0
Bojan Dubljević,2013,59,21.65,81.0,250,,21.7,7.0,1.0,1.1,0.6,4.6,3.3,49.0,36.0,,,,,,0.522,0.448,0.251,0.371,0.832,0.578,0.622,,,0.3,,,,,,,,,,0.368,,7.7,14.8,1.7,3.7,4.6,5.5,0,1,0,0,0,0,0,1
Janis Timma,2013,60,20.96,80.0,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Dewayne Dedmon,2013,61,23.85,83.5,239,88.0,10.8,11.3,1.0,1.8,3.4,4.8,2.6,31.0,36.0,32.5,12.75,3.26,3.4,109.0,0.5,0.0,0.017,0.267,0.681,0.5,0.524,18.5,0.31,0.39,20.1,98.2,89.8,0.2,5.2,5.4,0.035,0.093,0.127,0.315,1.1,4.6,9.2,0.0,0.2,1.7,2.4,1,0,0,0,0,1,0,0
Robert Covington,2013,61,22.51,79.5,209,85.75,19.8,9.3,1.5,2.5,2.0,3.2,2.8,23.0,36.0,36.0,11.69,3.1,3.34,106.0,0.435,0.388,0.35,0.384,0.85,0.503,0.564,28.1,0.36,0.54,27.9,113.7,94.1,4.4,1.9,6.3,0.129,0.073,0.208,0.374,3.0,6.5,14.9,2.0,5.2,4.9,5.7,1,0,0,0,0,0,1,0
Seth Curry,2013,61,22.82,75.0,179,76.0,19.5,2.8,1.7,1.0,0.2,1.9,1.3,35.0,36.0,,,,,97.5,0.465,0.438,0.512,0.358,0.809,0.577,0.617,24.5,0.4,1.29,22.7,124.8,102.4,8.0,1.8,9.8,0.159,0.042,0.202,0.386,0.7,6.3,13.5,3.0,6.9,3.9,4.8,0,0,1,0,0,0,1,0
Anthony Davis,2012,1,19.27,82.5,222,89.5,15.9,11.7,1.4,1.5,5.2,2.2,1.2,40.0,36.0,,,,,108.0,0.623,0.15,0.059,0.602,0.709,0.628,0.654,18.8,0.4,1.22,35.1,139.0,80.7,9.1,8.1,17.2,0.184,0.128,0.309,0.311,4.3,5.9,9.5,0.1,0.6,4.0,5.7,0,0,1,1,0,0,0,0
Michael Kidd-Gilchrist,2012,2,18.72,79.5,233,84.0,13.8,8.6,2.2,1.1,1.1,2.8,2.5,40.0,36.0,35.5,11.77,,3.18,104.5,0.491,0.255,0.156,0.589,0.745,0.511,0.57,20.6,0.52,0.86,21.2,115.5,92.3,4.1,3.6,7.7,0.109,0.084,0.193,0.327,,4.6,9.4,0.4,1.5,4.1,5.6,0,0,1,1,0,0,0,0
Bradley Beal,2012,3,18.97,76.75,202,80.0,15.5,7.1,2.4,1.4,0.9,2.2,2.2,37.0,36.0,39.0,10.95,,3.28,100.0,0.445,0.339,0.473,0.44,0.769,0.525,0.575,23.0,0.55,1.05,22.0,115.4,96.9,5.4,2.9,8.4,0.114,0.066,0.18,0.358,2.8,5.0,11.2,1.8,5.3,3.8,4.9,0,0,1,1,0,0,0,0
Dion Waiters,2012,4,20.54,76.0,221,79.25,18.9,3.4,3.7,2.7,0.5,2.8,1.9,37.0,36.0,,,,,98.0,0.476,0.363,0.317,0.331,0.729,0.534,0.565,26.7,0.79,1.92,26.3,118.6,93.9,6.0,4.8,10.8,0.144,0.076,0.224,0.351,0.4,6.9,14.4,1.7,4.6,3.5,4.8,0,0,1,0,1,0,0,0
Thomas Robinson,2012,5,21.25,80.75,244,87.25,20.1,13.4,2.1,1.2,1.0,3.1,3.0,39.0,36.0,35.5,11.96,,3.17,106.0,0.505,0.5,0.027,0.462,0.682,0.512,0.549,30.0,0.44,0.69,27.4,109.8,84.6,5.4,3.4,8.8,0.119,0.113,0.232,0.318,-1.5,7.6,15.0,0.2,0.4,4.7,6.9,0,0,1,0,0,1,0,0
Damian Lillard,2012,6,21.92,74.75,189,79.75,25.5,5.2,4.2,1.5,0.2,2.0,2.4,32.0,36.0,39.5,11.15,,3.34,95.5,0.467,0.409,0.465,0.519,0.887,0.562,0.635,33.0,0.82,1.73,34.0,128.4,101.6,9.1,0.7,9.8,0.243,0.051,0.29,0.396,4.4,7.5,16.1,3.1,7.5,7.4,8.4,1,0,0,0,0,0,1,0
Harrison Barnes,2012,7,20.05,80.0,228,83.25,21.0,6.4,1.4,1.3,0.4,2.2,2.4,38.0,36.0,39.5,10.93,,3.16,101.5,0.44,0.358,0.263,0.374,0.723,0.487,0.528,28.1,0.26,0.58,21.2,111.1,96.1,4.5,2.3,6.8,0.112,0.068,0.18,0.349,0.7,7.4,16.9,1.6,4.4,4.6,6.3,0,0,1,0,1,0,0,0
Terrence Ross,2012,8,21.36,79.0,197,79.25,19.0,7.4,1.6,1.5,1.1,3.3,2.3,35.0,36.0,37.5,11.78,,3.28,100.5,0.457,0.371,0.413,0.2,0.766,0.534,0.558,25.3,0.36,0.7,22.3,113.6,96.8,5.1,2.8,7.9,0.11,0.066,0.18,0.368,0.5,7.1,15.6,2.4,6.4,2.4,3.1,0,0,1,0,1,0,0,0
Andre Drummond,2012,9,18.85,83.75,279,90.25,12.7,9.6,0.6,1.0,3.4,2.8,1.9,34.0,36.0,33.5,10.83,,3.39,109.5,0.538,0.0,0.007,0.301,0.295,0.538,0.509,20.9,0.16,0.29,21.9,103.1,97.3,2.0,2.9,4.9,0.058,0.062,0.12,0.261,0.9,5.8,10.9,0.0,0.1,1.0,3.3,1,0,0,1,0,0,0,0
Austin Rivers,2012,10,19.88,77.0,203,79.25,16.8,3.7,2.3,1.1,0.0,2.4,2.5,34.0,36.0,37.5,11.54,,3.32,96.5,0.433,0.365,0.396,0.458,0.658,0.505,0.538,25.2,0.52,0.9,16.9,107.8,104.7,3.2,0.8,4.0,0.085,0.035,0.124,0.345,-0.7,5.5,12.8,1.8,5.1,3.9,5.9,0,0,1,1,0,0,0,0
Meyers Leonard,2012,11,20.3,85.25,250,87.0,15.3,9.3,1.5,0.5,2.1,3.3,2.4,32.0,36.0,32.5,11.34,,3.41,108.0,0.584,0.091,0.038,0.436,0.732,0.586,0.618,22.0,0.45,0.63,24.1,115.5,95.9,3.6,3.6,7.2,0.114,0.071,0.181,0.322,-0.7,6.0,10.3,0.0,0.4,3.3,4.5,0,0,1,0,1,0,0,0
Jeremy Lamb,2012,12,20.05,77.25,179,83.0,17.1,4.7,1.6,1.2,0.6,1.6,1.9,34.0,36.0,38.0,10.98,,3.25,102.0,0.478,0.336,0.465,0.267,0.81,0.556,0.589,23.9,0.42,0.85,22.1,117.6,103.3,5.7,2.0,7.8,0.123,0.041,0.164,0.367,0.9,6.2,12.9,2.0,6.0,2.8,3.4,1,0,0,0,1,0,0,0
Kendall Marshall,2012,13,20.83,76.25,198,77.5,8.9,2.8,10.6,1.3,0.2,1.7,3.1,36.0,36.0,37.0,12.03,,3.23,96.0,0.467,0.354,0.351,0.351,0.696,0.529,0.558,13.9,3.24,3.48,17.2,114.9,98.4,3.8,2.8,6.6,0.087,0.061,0.148,0.333,-0.7,3.2,6.8,0.8,2.4,1.7,2.4,0,0,1,0,1,0,0,0
John Henson,2012,14,21.47,82.5,216,89.0,16.9,12.3,1.6,0.7,3.6,1.9,1.6,35.0,36.0,30.0,,,,112.0,0.5,,0.0,0.329,0.511,0.5,0.505,23.1,0.35,0.98,24.7,110.2,86.6,4.0,5.0,9.0,0.09,0.106,0.196,0.291,1.0,7.2,14.5,0.0,0.0,2.4,4.8,0,0,1,0,0,1,0,0
Maurice Harkless,2012,15,19.1,80.75,207,84.0,15.5,8.6,1.5,1.6,1.4,2.3,2.5,32.0,36.0,37.0,10.87,,3.25,102.5,0.452,0.215,0.185,0.326,0.676,0.472,0.504,24.9,0.39,0.59,21.1,102.3,102.0,3.0,1.0,4.0,0.062,0.045,0.111,0.319,1.9,6.0,13.3,0.5,2.5,2.9,4.3,1,0,0,1,0,0,0,0
Royce White,2012,16,21.19,80.0,261,84.0,15.3,10.6,5.7,1.3,1.1,3.0,4.4,34.0,36.0,,,,,104.5,0.534,0.333,0.037,0.625,0.498,0.54,0.536,26.5,1.3,1.31,22.8,103.3,95.4,4.3,3.8,8.2,0.078,0.075,0.153,0.291,-1.1,5.9,11.0,0.1,0.4,3.4,6.9,0,0,1,0,1,0,0,0
Tyler Zeller,2012,17,22.41,84.5,247,84.0,20.9,12.3,1.2,1.1,2.0,3.4,2.5,38.0,36.0,34.0,11.13,,3.4,104.5,0.553,,0.0,0.563,0.808,0.553,0.616,24.5,0.26,0.49,29.9,125.6,89.7,6.8,3.9,10.7,0.172,0.093,0.265,0.332,-0.5,7.4,13.4,0.0,0.0,6.1,7.5,0,0,1,0,0,0,1,0
Terrence Jones,2012,18,20.44,81.5,252,86.25,15.1,8.8,1.6,1.6,2.2,2.9,2.0,38.0,36.0,34.5,11.57,,3.4,107.0,0.5,0.327,0.138,0.446,0.627,0.523,0.547,22.4,0.39,0.82,24.3,115.3,88.9,5.2,4.9,10.2,0.111,0.097,0.208,0.316,-0.1,5.7,11.4,0.5,1.6,3.2,5.1,0,0,1,0,1,0,0,0
Andrew Nicholson,2012,19,22.52,81.5,234,88.0,22.1,10.1,1.2,0.8,2.4,3.4,3.0,32.0,36.0,30.5,11.89,,3.67,107.0,0.571,0.434,0.138,0.429,0.776,0.601,0.638,29.5,0.32,0.41,31.6,120.1,95.2,7.2,2.1,9.4,0.166,0.071,0.241,0.347,-0.7,8.2,14.4,0.9,2.0,4.8,6.2,1,0,0,0,0,0,1,0
Evan Fournier,2012,20,19.63,79.0,205,,19.5,4.4,3.1,2.1,0.2,4.3,3.0,30.0,36.0,,,,,,0.425,0.277,0.396,0.341,0.754,0.48,0.524,,,1.02,,,,,,,,,,0.354,0.3,6.8,16.0,1.8,6.3,4.1,5.5,0,1,0,0,0,0,0,1
Jared Sullinger,2012,21,20.29,81.0,268,85.25,20.7,10.9,1.5,1.4,1.3,3.5,2.3,37.0,36.0,31.0,12.77,,3.81,105.5,0.519,0.4,0.091,0.519,0.768,0.538,0.591,27.9,0.31,0.65,30.2,121.8,86.0,7.5,4.1,11.7,0.171,0.107,0.281,0.339,0.2,7.3,14.1,0.5,1.3,5.6,7.3,0,0,1,0,1,0,0,0
Fab Melo,2012,22,21.99,84.0,255,86.5,11.0,8.3,1.0,0.7,4.2,4.0,2.0,30.0,36.0,31.0,12.14,,3.44,110.0,0.566,,0.0,0.347,0.633,0.566,0.581,16.5,0.3,0.49,20.7,112.9,94.2,1.0,4.3,5.3,0.079,0.079,0.157,0.308,-2.4,4.6,8.2,0.0,0.0,1.8,2.8,0,0,1,0,1,0,0,0
John Jenkins,2012,23,21.28,76.25,212,80.5,21.3,3.1,1.3,0.9,0.3,1.3,1.7,35.0,36.0,36.5,11.36,,3.37,98.0,0.474,0.439,0.666,0.334,0.837,0.62,0.656,26.2,0.32,0.76,26.0,129.4,104.3,10.3,1.5,11.8,0.184,0.037,0.221,0.407,-0.2,6.6,14.0,4.1,9.3,3.9,4.7,1,0,0,0,0,1,0,0
Jared Cunningham,2012,24,21.07,77.0,188,78.5,18.7,4.0,2.9,2.6,0.4,2.5,2.9,36.0,36.0,,,,,98.0,0.45,0.338,0.336,0.614,0.737,0.507,0.568,26.0,0.6,0.99,22.1,111.4,100.5,3.4,1.6,5.0,0.109,0.051,0.161,0.348,-1.5,5.7,12.7,1.4,4.3,5.8,7.8,0,0,1,0,0,1,0,0
Tony Wroten,2012,25,19.18,78.0,203,81.0,18.9,6.0,4.4,2.2,0.4,3.2,4.5,35.0,36.0,35.5,10.75,,3.24,101.0,0.443,0.161,0.125,0.591,0.583,0.453,0.488,31.2,0.79,0.98,20.4,98.8,98.7,2.5,2.2,4.7,0.06,0.06,0.121,0.3,-1.1,6.7,15.2,0.3,1.9,5.2,8.9,0,0,1,1,0,0,0,0
Miles Plumlee,2012,26,23.79,83.75,252,84.75,11.7,12.5,0.9,0.9,1.7,4.0,2.2,34.0,36.0,40.5,10.64,,3.36,105.5,0.61,,0.0,0.521,0.632,0.61,0.621,16.1,0.32,0.43,21.8,121.1,96.4,4.1,2.1,6.2,0.109,0.069,0.178,0.308,-1.0,4.6,7.5,0.0,0.0,2.5,3.9,0,0,1,0,0,0,1,0
Arnett Moultrie,2012,27,21.58,82.75,233,86.25,16.5,10.5,1.2,0.8,0.8,2.2,2.4,30.0,36.0,37.5,11.32,,3.22,106.5,0.549,0.444,0.055,0.485,0.78,0.561,0.61,23.3,0.3,0.48,25.2,118.3,100.4,4.8,0.4,5.2,0.134,0.052,0.186,0.339,-0.7,6.0,11.0,0.3,0.6,4.2,5.3,0,0,1,0,0,1,0,0
Perry Jones,2012,28,20.73,83.25,234,85.75,15.8,9.0,1.5,1.0,0.7,2.7,2.0,33.0,36.0,38.5,11.31,,3.19,107.0,0.5,0.303,0.091,0.28,0.696,0.514,0.539,23.3,0.37,0.75,21.2,113.4,98.0,3.7,1.5,5.2,0.107,0.063,0.166,0.322,,6.5,12.9,0.4,1.2,2.5,3.6,0,0,1,0,1,0,0,0
Marquis Teague,2012,29,19.3,74.0,180,79.25,11.1,2.8,5.3,1.0,0.3,2.5,3.0,40.0,36.0,40.5,10.65,,3.19,96.5,0.412,0.325,0.227,0.338,0.714,0.449,0.491,20.2,1.27,1.75,13.2,101.7,99.5,0.8,1.4,2.3,0.052,0.055,0.107,0.332,-2.2,4.0,9.7,0.7,2.2,2.3,3.3,0,0,1,1,0,0,0,0
Festus Ezeli,2012,30,22.65,83.5,264,89.75,15.6,9.2,0.5,0.7,3.1,4.9,3.5,26.0,36.0,33.5,12.35,,3.29,108.0,0.539,,0.0,0.842,0.604,0.539,0.567,25.2,0.12,0.14,21.0,103.4,96.1,0.4,3.3,3.7,0.073,0.066,0.139,0.304,-0.2,5.3,9.9,0.0,0.0,5.0,8.3,1,0,0,0,0,0,1,0
Jeffery Taylor,2012,31,23.07,79.25,213,,18.1,6.2,1.9,1.4,0.5,2.1,2.5,36.0,36.0,,,,,,0.493,0.423,0.366,0.369,0.605,0.57,0.58,26.4,0.48,0.78,23.7,114.4,99.8,6.2,1.8,8.0,0.124,0.055,0.18,0.343,-1.7,6.5,13.3,2.1,4.9,3.0,4.9,1,0,0,0,0,0,1,0
Tomas Satoransky,2012,32,20.63,79.5,201,79.25,10.0,4.6,2.9,1.2,0.1,4.5,2.9,34.0,36.0,,,,,100.0,0.429,0.273,0.314,0.314,0.705,0.471,0.507,,,0.98,,,,,,,,,,0.329,0.1,3.7,8.6,0.7,2.7,1.9,2.7,0,1,0,0,0,0,0,1
